storage,inflow,discharge,label
687.0,900.0,874.0,4
671.0,700.0,874.0,4
655.0,400.0,874.0,0
623.0,400.0,866.0,0
605.0,400.0,716.0,2
671.0,2000.0,633.0,4
742.0,500.0,775.0,4
704.0,0.0,626.0,0
671.0,0.0,573.0,2
671.0,0.0,124.0,2
671.0,300.0,224.0,2
671.0,300.0,224.0,2
671.0,300.0,224.0,2
671.0,0.0,174.0,2
671.0,200.0,343.0,2
671.0,1500.0,316.0,4
763.0,1950.0,306.0,4
828.0,500.0,307.0,0
978.0,100.0,73.0,0
978.0,100.0,64.0,0
978.0,250.0,324.0,0
978.0,350.0,334.0,0
978.0,350.0,334.0,0
978.0,350.0,322.0,0
978.0,350.0,334.0,0
978.0,325.0,310.0,0
978.0,450.0,435.0,0
978.0,500.0,477.0,0
978.0,150.0,131.0,0
978.0,100.0,89.0,0
978.0,150.0,89.0,0
978.0,300.0,295.0,0
978.0,600.0,610.0,4
978.0,6000.0,6074.0,3
1295.0,8500.0,8514.0,3
1051.0,4000.0,4544.0,3
871.0,3000.0,5209.0,3
978.0,1800.0,1858.0,4
1051.0,5000.0,4870.0,3
828.0,8800.0,3976.0,3
763.0,2000.0,1995.0,4
763.0,600.0,600.0,4
671.0,1400.0,1400.0,4
671.0,300.0,300.0,2
687.0,300.0,74.0,2
704.0,300.0,74.0,2
720.0,300.0,59.0,2
742.0,300.0,74.0,0
763.0,750.0,246.0,4
806.0,750.0,346.0,4
849.0,750.0,346.0,4
849.0,400.0,396.0,0
828.0,0.0,399.0,0
849.0,500.0,400.0,0
849.0,325.0,313.0,0
849.0,200.0,197.0,0
806.0,0.0,197.0,0
828.0,300.0,197.0,0
978.0,1200.0,113.0,4
1003.0,400.0,113.0,0
1027.0,400.0,113.0,0
1027.0,0.0,113.0,0
1003.0,0.0,113.0,0
978.0,0.0,149.0,0
978.0,300.0,274.0,0
978.0,300.0,273.0,0
978.0,300.0,274.0,0
978.0,300.0,274.0,0
978.0,300.0,274.0,0
978.0,300.0,274.0,0
978.0,350.0,324.0,0
978.0,300.0,274.0,0
978.0,250.0,124.0,0
978.0,200.0,124.0,0
978.0,150.0,96.0,0
978.0,125.0,99.0,0
978.0,100.0,89.0,0
978.0,100.0,89.0,0
978.0,200.0,191.0,0
978.0,300.0,264.0,0
978.0,350.0,274.0,0
935.0,0.0,570.0,0
871.0,0.0,756.0,0
806.0,0.0,731.0,0
763.0,0.0,642.0,0
720.0,0.0,428.0,0
720.0,750.0,696.0,4
720.0,1000.0,896.0,4
720.0,1000.0,946.0,4
671.0,500.0,975.0,4
623.0,500.0,916.0,4
605.0,500.0,729.0,4
589.0,0.0,421.0,2
573.0,0.0,414.0,2
556.0,0.0,439.0,2
540.0,0.0,432.0,2
523.0,0.0,277.0,2
507.0,0.0,398.0,2
491.0,0.0,362.0,2
458.0,0.0,374.0,2
425.0,0.0,328.0,2
409.0,0.0,196.0,2
392.0,0.0,184.0,2
376.0,0.0,178.0,2
343.0,0.0,178.0,2
310.0,0.0,170.0,2
310.0,0.0,66.0,2
294.0,0.0,74.0,2
294.0,0.0,71.0,2
277.0,0.0,61.0,2
261.0,0.0,158.0,2
228.0,0.0,215.0,2
195.0,0.0,215.0,2
171.0,0.0,203.0,2
145.0,0.0,182.0,2
137.0,0.0,41.0,2
137.0,0.0,41.0,2
128.0,0.0,41.0,2
128.0,0.0,41.0,2
120.0,0.0,41.0,2
111.0,0.0,41.0,2
111.0,0.0,41.0,2
103.0,0.0,41.0,2
94.0,0.0,41.0,2
86.0,0.0,33.0,2
86.0,0.0,21.0,2
77.0,0.0,20.0,2
77.0,0.0,19.0,2
77.0,0.0,5.0,2
69.0,0.0,0.0,2
69.0,0.0,0.0,2
69.0,0.0,0.0,2
60.0,0.0,0.0,2
60.0,0.0,0.0,2
52.0,0.0,0.0,2
43.0,0.0,0.0,2
26.0,0.0,0.0,2
18.0,0.0,0.0,2
9.0,0.0,0.0,2
0.0,200.0,0.0,2
0.0,200.0,0.0,2
0.0,250.0,0.0,2
0.0,350.0,0.0,2
0.0,350.0,0.0,2
0.0,350.0,0.0,2
0.0,150.0,0.0,2
0.0,150.0,0.0,2
0.0,150.0,0.0,2
0.0,250.0,0.0,2
0.0,250.0,0.0,2
0.0,300.0,0.0,2
0.0,300.0,0.0,2
0.0,350.0,0.0,2
17.5,1200.0,0.0,4
85.5,1400.0,0.0,4
179.0,1500.0,0.0,4
293.8,1800.0,0.0,4
408.6,1800.0,0.0,4
507.0,1800.0,0.0,4
507.0,200.0,0.0,2
507.0,200.0,0.0,2
507.0,200.0,0.0,2
507.0,200.0,0.0,2
507.0,150.0,0.0,2
507.0,100.0,0.0,2
507.0,100.0,0.0,2
507.0,100.0,0.0,2
507.0,0.0,26.0,2
507.0,0.0,71.0,2
507.0,0.0,75.0,2
507.0,0.0,75.0,2
507.0,0.0,75.0,2
507.0,100.0,31.0,2
507.0,100.0,62.0,2
507.0,100.0,44.0,2
507.0,100.0,73.0,2
507.0,200.0,73.0,2
507.0,200.0,73.0,2
507.0,200.0,74.0,2
507.0,200.0,74.0,2
507.0,200.0,74.0,2
507.0,200.0,73.0,2
507.0,300.0,277.0,2
507.0,350.0,347.0,2
507.0,350.0,347.0,2
507.0,350.0,347.0,2
507.0,275.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,239.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,249.0,2
507.0,300.0,260.0,2
687.0,2000.0,1110.0,4
742.0,1700.0,1085.0,4
806.0,600.0,599.0,4
871.0,650.0,174.0,0
849.0,150.0,274.0,0
828.0,150.0,274.0,0
806.0,150.0,270.0,0
806.0,300.0,298.0,0
806.0,300.0,298.0,0
785.0,150.0,408.0,0
742.0,150.0,604.0,0
704.0,150.0,597.0,0
655.0,100.0,640.0,2
623.0,100.0,581.0,2
589.0,50.0,597.0,2
556.0,50.0,482.0,2
540.0,50.0,426.0,2
507.0,50.0,645.0,2
507.0,350.0,336.0,2
507.0,350.0,333.0,2
507.0,500.0,333.0,2
491.0,350.0,480.0,2
507.0,550.0,533.0,2
540.0,700.0,216.0,2
638.0,1200.0,346.0,4
704.0,1100.0,324.0,4
742.0,600.0,337.0,0
785.0,600.0,389.0,0
806.0,600.0,439.0,0
849.0,700.0,437.0,4
892.0,500.0,538.0,0
871.0,350.0,664.0,0
849.0,300.0,682.0,0
828.0,350.0,771.0,0
806.0,350.0,771.0,0
763.0,200.0,744.0,0
720.0,200.0,724.0,0
671.0,200.0,764.0,0
638.0,300.0,823.0,0
638.0,500.0,672.0,4
687.0,500.0,430.0,0
687.0,600.0,716.0,4
687.0,600.0,667.0,4
687.0,500.0,497.0,0
687.0,500.0,498.0,0
704.0,700.0,704.0,4
720.0,700.0,765.0,4
785.0,700.0,836.0,4
806.0,350.0,338.0,0
828.0,700.0,699.0,4
828.0,600.0,561.0,4
828.0,600.0,561.0,4
806.0,400.0,594.0,0
806.0,350.0,349.0,0
763.0,300.0,789.0,0
742.0,150.0,369.0,0
742.0,350.0,346.0,0
763.0,500.0,344.0,0
763.0,650.0,632.0,4
763.0,650.0,631.0,4
763.0,650.0,643.0,4
763.0,650.0,642.0,4
720.0,100.0,503.0,0
687.0,100.0,473.0,0
671.0,200.0,414.0,2
671.0,150.0,120.0,2
671.0,400.0,381.0,2
671.0,400.0,378.0,2
671.0,50.0,21.0,2
687.0,250.0,22.0,2
687.0,250.0,222.0,2
687.0,250.0,222.0,2
687.0,400.0,378.0,0
704.0,750.0,545.0,4
671.0,600.0,978.0,4
582.0,0.0,826.0,2
523.0,100.0,901.0,2
474.0,100.0,576.0,2
474.0,550.0,555.0,2
474.0,500.0,555.0,2
441.0,100.0,532.0,2
441.0,50.0,36.0,2
441.0,100.0,91.0,2
458.0,500.0,221.0,2
523.0,1100.0,321.0,4
523.0,275.0,271.0,2
507.0,100.0,321.0,2
491.0,100.0,271.0,2
458.0,250.0,618.0,2
474.0,350.0,560.0,2
474.0,475.0,452.0,2
491.0,600.0,463.0,2
507.0,900.0,754.0,4
507.0,800.0,792.0,4
507.0,250.0,244.0,2
491.0,200.0,375.0,2
623.0,1500.0,792.0,4
871.0,4500.0,3486.0,3
871.0,2800.0,2720.0,4
687.0,500.0,2407.0,4
655.0,500.0,1038.0,4
687.0,1500.0,1082.0,4
687.0,1100.0,1084.0,4
671.0,300.0,1013.0,0
671.0,50.0,21.0,2
704.0,500.0,21.0,2
828.0,1600.0,146.0,4
871.0,800.0,321.0,4
871.0,400.0,396.0,0
871.0,350.0,346.0,0
871.0,300.0,296.0,0
871.0,300.0,296.0,0
871.0,300.0,296.0,0
871.0,300.0,296.0,0
871.0,350.0,321.0,0
871.0,350.0,321.0,0
871.0,300.0,296.0,0
914.0,650.0,171.0,0
1027.0,1350.0,71.0,4
1100.0,1000.0,121.0,4
1100.0,350.0,321.0,0
1100.0,450.0,446.0,0
1100.0,400.0,389.0,0
1100.0,300.0,300.0,0
1100.0,100.0,96.0,0
1051.0,100.0,521.0,0
1003.0,75.0,572.0,0
957.0,50.0,569.0,0
871.0,50.0,948.0,0
828.0,75.0,587.0,0
806.0,150.0,535.0,0
806.0,500.0,521.0,0
871.0,1200.0,526.0,4
914.0,500.0,21.0,0
1003.0,1100.0,21.0,4
1100.0,1150.0,21.0,4
1100.0,150.0,111.0,0
1100.0,150.0,111.0,0
1100.0,150.0,111.0,0
1100.0,100.0,84.0,0
1100.0,115.0,111.0,0
1100.0,115.0,111.0,0
1100.0,115.0,111.0,0
1100.0,100.0,46.0,0
1100.0,100.0,96.0,0
1100.0,100.0,96.0,0
1100.0,100.0,96.0,0
1051.0,50.0,571.0,0
1027.0,50.0,271.0,0
1003.0,100.0,399.0,0
978.0,100.0,417.0,0
935.0,100.0,600.0,0
892.0,200.0,761.0,0
892.0,450.0,411.0,0
892.0,450.0,411.0,0
914.0,400.0,364.0,0
936.0,450.0,314.0,0
936.0,450.0,314.0,0
1027.0,450.0,71.0,0
1100.0,700.0,71.0,0
1197.0,1100.0,71.0,4
1271.0,1100.0,121.0,4
1344.0,900.0,121.0,4
1368.0,300.0,46.0,0
1416.0,300.0,46.0,0
1465.0,300.0,36.0,0
1465.0,200.0,179.0,0
1465.0,200.0,179.0,0
1465.0,200.0,179.0,0
1465.0,200.0,179.0,0
1465.0,75.0,74.0,0
1465.0,75.0,48.0,0
1465.0,75.0,46.0,0
1465.0,75.0,47.0,0
1465.0,75.0,93.0,0
1465.0,75.0,73.0,0
1465.0,75.0,73.0,0
1465.0,60.0,46.0,0
1465.0,60.0,54.0,0
1465.0,60.0,54.0,0
1465.0,50.0,45.0,0
1465.0,50.0,46.0,0
1465.0,50.0,46.0,0
1465.0,50.0,39.0,0
1465.0,60.0,56.0,0
1453.0,25.0,80.0,0
1453.0,25.0,80.0,0
1441.0,0.0,74.0,0
1429.0,0.0,49.0,0
1416.0,0.0,38.0,0
1404.0,0.0,38.0,0
1392.0,0.0,38.0,0
1380.0,0.0,38.0,0
1368.0,0.0,38.0,0
1344.0,0.0,38.0,0
1319.0,0.0,38.0,0
1295.0,0.0,38.0,0
1271.0,0.0,38.0,0
1246.0,0.0,38.0,0
1222.0,0.0,38.0,0
1197.0,0.0,70.0,0
1173.0,0.0,75.0,0
1149.0,0.0,75.0,0
1124.0,0.0,75.0,0
1100.0,0.0,75.0,0
1076.0,0.0,59.0,0
1051.0,0.0,38.0,0
1027.0,0.0,38.0,0
1003.0,0.0,38.0,0
978.0,0.0,38.0,0
957.0,0.0,38.0,0
935.0,0.0,38.0,0
914.0,0.0,38.0,0
892.0,0.0,38.0,0
871.0,0.0,38.0,0
849.0,0.0,38.0,0
828.0,0.0,38.0,0
806.0,0.0,38.0,0
806.0,0.0,38.0,0
785.0,0.0,38.0,0
763.0,0.0,38.0,0
763.0,0.0,38.0,0
741.0,0.0,38.0,2
731.0,0.0,38.0,2
720.0,0.0,38.0,2
704.0,0.0,38.0,2
687.0,0.0,38.0,2
671.0,0.0,38.0,2
663.0,0.0,38.0,2
655.0,0.0,38.0,2
646.0,0.0,38.0,2
632.0,0.0,38.0,2
622.0,0.0,38.0,2
605.0,0.0,38.0,2
589.0,0.0,38.0,2
573.0,0.0,38.0,2
556.0,0.0,38.0,2
540.0,0.0,38.0,2
523.0,0.0,38.0,2
507.0,0.0,38.0,2
499.0,0.0,38.0,2
491.0,0.0,38.0,2
482.0,0.0,38.0,2
474.0,0.0,37.0,2
466.0,0.0,38.0,2
458.0,0.0,38.0,2
450.0,0.0,38.0,2
441.0,0.0,38.0,2
433.0,0.0,38.0,2
425.0,0.0,38.0,2
417.0,0.0,38.0,2
409.0,0.0,38.0,2
400.0,0.0,38.0,2
392.0,0.0,38.0,2
384.0,0.0,38.0,2
384.0,0.0,38.0,2
384.0,0.0,38.0,2
376.0,0.0,38.0,2
384.0,100.0,38.0,2
392.0,100.0,38.0,2
400.0,100.0,38.0,2
409.0,100.0,38.0,2
417.0,100.0,38.0,2
425.0,100.0,38.0,2
433.0,100.0,36.0,2
441.0,100.0,38.0,2
450.0,100.0,38.0,2
458.0,100.0,38.0,2
474.0,200.0,38.0,2
507.0,200.0,38.0,2
523.0,200.0,38.0,2
540.0,200.0,34.0,2
556.0,200.0,38.0,2
573.0,200.0,38.0,2
581.0,100.0,38.0,2
589.0,100.0,38.0,2
573.0,0.0,38.0,2
564.0,0.0,38.0,2
556.0,0.0,38.0,2
548.0,0.0,38.0,2
540.0,0.0,38.0,2
532.0,0.0,38.0,2
523.0,0.0,38.0,2
515.0,0.0,38.0,2
507.0,0.0,37.0,2
499.0,0.0,38.0,2
491.0,0.0,38.0,2
482.0,0.0,38.0,2
474.0,0.0,38.0,2
466.0,0.0,39.0,2
458.0,0.0,38.0,2
441.0,0.0,38.0,2
425.0,0.0,38.0,2
409.0,0.0,38.0,2
392.0,0.0,38.0,2
376.0,0.0,38.0,2
359.0,0.0,38.0,2
343.0,0.0,38.0,2
327.0,0.0,38.0,2
310.0,0.0,38.0,2
294.0,0.0,38.0,2
277.0,0.0,38.0,2
261.0,0.0,38.0,2
245.0,0.0,38.0,2
228.0,0.0,38.0,2
212.0,0.0,38.0,2
195.0,0.0,38.0,2
179.0,0.0,38.0,2
171.0,0.0,38.0,2
162.0,0.0,38.0,2
154.0,0.0,38.0,2
145.0,0.0,38.0,2
137.0,0.0,38.0,2
128.0,0.0,21.0,2
120.0,0.0,19.0,2
111.0,0.0,18.0,2
103.0,0.0,19.0,2
94.0,0.0,0.0,2
86.0,0.0,0.0,2
77.0,0.0,0.0,2
69.0,0.0,0.0,2
60.0,0.0,0.0,2
52.0,0.0,0.0,2
43.0,0.0,0.0,2
35.0,0.0,0.0,2
26.0,0.0,0.0,2
18.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
0.0,400.0,0.0,2
0.0,800.0,0.0,2
0.0,800.0,0.0,2
26.0,900.0,0.0,2
77.0,800.0,0.0,2
119.5,700.0,0.0,2
170.5,700.0,0.0,2
195.4,350.0,0.0,2
211.8,300.0,0.0,2
228.2,250.0,0.0,2
244.6,200.0,0.0,2
261.0,400.0,0.0,2
310.2,700.0,0.0,2
343.0,700.0,0.0,2
392.2,600.0,0.0,2
441.4,600.0,0.0,2
480.4,500.0,0.0,2
523.4,500.0,0.0,2
589.0,750.0,0.0,2
671.0,950.0,0.0,4
806.2,1500.0,0.0,4
913.7,1300.0,0.0,4
1051.35,1600.0,0.0,4
1124.4,2000.0,38.0,4
1075.7,2100.0,2069.0,4
956.0,0.0,1222.0,0
870.7,0.0,995.0,0
870.7,200.0,75.0,0
827.7,0.0,497.0,0
827.7,250.0,255.0,0
827.7,1010.0,992.0,4
870.7,2850.0,2302.0,4
892.2,320.0,75.0,0
892.2,80.0,74.0,0
892.2,80.0,74.0,0
892.2,80.0,74.0,0
892.2,80.0,74.0,0
892.2,80.0,74.0,0
892.2,70.0,63.0,0
892.2,70.0,64.0,0
870.7,0.0,74.0,0
849.2,0.0,74.0,0
806.2,0.0,74.0,0
763.2,0.0,74.0,0
720.2,0.0,74.0,2
671.0,0.0,74.0,2
638.2,0.0,74.0,2
605.4,0.0,75.0,2
572.6,0.0,381.0,2
523.4,0.0,549.0,2
507.0,0.0,185.0,2
474.2,75.0,74.0,2
482.0,430.0,294.0,2
474.2,110.0,294.0,2
457.8,160.0,320.0,2
425.0,0.0,319.0,2
408.6,0.0,74.0,2
392.2,0.0,74.0,2
375.8,0.0,75.0,2
392.2,310.0,74.0,2
408.6,310.0,74.0,2
425.0,310.0,74.0,2
425.0,75.0,74.0,2
425.0,75.0,74.0,2
408.6,0.0,74.0,2
400.4,0.0,74.0,2
392.2,0.0,67.0,2
384.0,0.0,74.0,2
375.8,0.0,58.0,2
367.6,0.0,74.0,2
359.4,0.0,74.0,2
351.2,0.0,74.0,2
343.0,0.0,74.0,2
334.8,0.0,62.0,2
326.6,0.0,74.0,2
310.2,0.0,74.0,2
293.8,0.0,43.0,2
277.4,0.0,38.0,2
261.0,0.0,38.0,2
242.6,0.0,38.0,2
228.2,0.0,38.0,2
244.6,250.0,38.0,2
261.0,250.0,38.0,2
285.6,320.0,38.0,2
334.8,680.0,74.0,2
392.2,820.0,74.0,2
474.2,1100.0,74.0,4
519.2,1100.0,74.0,4
519.2,720.0,464.0,4
523.4,610.0,474.0,2
519.2,0.0,74.0,2
507.0,0.0,74.0,2
498.8,0.0,74.0,2
490.6,0.0,74.0,2
482.4,0.0,74.0,2
474.2,0.0,74.0,2
466.0,0.0,74.0,2
457.8,0.0,74.0,2
449.6,0.0,74.0,2
433.2,0.0,74.0,2
425.0,0.0,62.0,2
416.8,0.0,62.0,2
408.6,0.0,74.0,2
390.2,0.0,74.0,2
384.0,0.0,74.0,2
367.6,0.0,74.0,2
351.2,0.0,74.0,2
341.2,0.0,74.0,2
312.4,0.0,74.0,2
302.0,0.0,61.0,2
290.0,0.0,58.0,2
278.0,0.0,58.0,2
266.0,0.0,58.0,2
254.0,0.0,58.0,2
242.0,0.0,58.0,2
230.0,0.0,56.0,2
218.0,0.0,57.0,2
206.0,0.0,57.0,2
194.0,0.0,57.0,2
181.4,0.0,53.0,2
168.2,0.0,47.0,2
154.7,0.0,37.0,2
141.2,0.0,37.0,2
127.2,0.0,37.0,2
112.7,0.0,37.0,2
106.7,0.0,37.0,2
98.25,0.0,26.0,2
85.3,0.0,18.0,2
77.0,0.0,18.0,2
68.5,0.0,18.0,2
60.0,0.0,17.0,2
51.5,0.0,13.0,2
43.0,0.0,0.0,2
34.5,0.0,0.0,2
26.0,0.0,0.0,2
17.5,0.0,0.0,2
9.0,0.0,0.0,2
0.0,110.0,0.0,2
9.0,200.0,0.0,2
17.5,150.0,0.0,2
26.0,100.0,0.0,2
30.25,75.0,0.0,2
34.5,60.0,0.0,2
38.75,60.0,0.0,2
43.0,60.0,0.0,2
43.0,0.0,0.0,2
38.75,0.0,0.0,2
34.5,0.0,0.0,2
30.25,0.0,0.0,2
26.0,0.0,0.0,2
21.75,0.0,0.0,2
17.5,0.0,0.0,2
13.25,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
9.0,0.0,0.0,2
66.75,800.0,0.0,2
128.0,900.0,0.0,2
195.4,820.0,0.0,2
244.6,600.0,22.0,2
277.4,450.0,40.0,2
293.8,250.0,37.0,2
302.0,75.0,37.0,2
310.2,150.0,37.0,2
318.4,150.0,37.0,2
318.4,75.0,37.0,2
318.4,50.0,37.0,2
318.4,40.0,37.0,2
310.2,0.0,37.0,2
302.0,0.0,37.0,2
293.8,0.0,37.0,2
287.0,0.0,37.0,2
280.6,0.0,37.0,2
274.2,0.0,37.0,2
268.0,0.0,37.0,2
261.8,0.0,37.0,2
255.6,0.0,37.0,2
249.4,0.0,37.0,2
243.2,0.0,37.0,2
237.0,0.0,37.0,2
230.8,0.0,37.0,2
224.6,0.0,37.0,2
218.4,0.0,37.0,2
212.2,0.0,37.0,2
206.0,0.0,37.0,2
199.8,0.0,37.0,2
193.6,0.0,37.0,2
187.4,0.0,37.0,2
181.2,0.0,37.0,2
175.0,0.0,37.0,2
168.8,0.0,37.0,2
162.6,0.0,37.0,2
156.6,0.0,37.0,2
150.2,0.0,36.0,2
144.0,0.0,37.0,2
137.8,0.0,37.0,2
131.6,0.0,37.0,2
125.4,0.0,36.0,2
119.2,0.0,35.0,2
113.0,0.0,20.0,2
106.8,0.0,19.0,2
100.6,0.0,18.0,2
94.4,0.0,18.0,2
88.2,0.0,18.0,2
82.0,0.0,15.0,2
75.8,0.0,7.0,2
71.8,0.0,0.0,2
69.0,0.0,0.0,2
64.25,0.0,0.0,2
55.75,0.0,0.0,2
47.25,0.0,0.0,2
43.0,0.0,0.0,2
30.25,0.0,0.0,2
21.75,0.0,0.0,2
13.25,0.0,0.0,2
0.0,2498.0,0.0,4
26.0,2180.0,0.0,4
153.0,2520.0,0.0,4
359.4,2520.0,0.0,4
523.4,2520.0,0.0,4
638.2,2290.0,0.0,4
736.2,2060.0,0.0,4
935.2,2060.0,0.0,4
1027.0,1220.0,0.0,4
1126.4,1050.0,0.0,4
1173.1,350.0,45.0,0
1173.1,175.0,75.0,0
1197.45,390.0,47.0,0
1197.45,175.0,74.0,0
1197.45,175.0,74.0,0
1197.45,175.0,71.0,0
1197.45,77.0,70.0,0
1197.45,77.0,56.0,0
1197.45,87.0,57.0,0
1197.45,90.0,72.0,0
1173.1,90.0,252.0,0
1173.1,155.0,175.0,0
1160.92,150.0,225.0,0
1185.27,420.0,165.0,0
1160.92,320.0,165.0,0
1136.58,90.0,282.0,0
1112.23,90.0,297.0,0
1100.05,100.0,221.0,0
1075.7,100.0,354.0,0
1075.7,200.0,194.0,0
1100.05,640.0,465.0,0
1148.75,1850.0,1402.0,4
1112.23,600.0,981.0,4
1100.05,400.0,501.0,0
1100.05,550.0,501.0,0
1136.58,960.0,588.0,4
1124.4,400.0,553.0,0
1087.88,300.0,671.0,0
1051.35,350.0,654.0,0
1039.17,300.0,527.0,0
1027.0,200.0,335.0,0
990.43,150.0,540.0,0
935.2,150.0,729.0,0
870.7,50.0,744.0,0
816.95,50.0,582.0,0
752.45,25.0,684.0,0
695.6,25.0,687.0,0
646.4,25.0,594.0,2
605.4,300.0,760.0,2
580.8,350.0,634.0,2
538.8,300.0,783.0,2
523.4,580.0,783.0,4
490.6,350.0,707.0,2
474.2,500.0,709.0,2
474.2,550.0,524.0,2
474.2,550.0,524.0,2
474.2,650.0,643.0,4
457.8,550.0,693.0,4
457.8,700.0,693.0,4
474.2,650.0,549.0,4
482.4,650.0,549.0,4
515.5,850.0,524.0,4
548.0,850.0,549.0,4
589.0,1100.0,718.0,4
622.8,1200.0,969.0,4
687.4,1200.0,534.0,4
763.2,1200.0,461.0,4
795.45,1000.0,764.0,4
806.2,600.0,517.0,4
806.2,240.0,224.0,0
827.7,250.0,124.0,0
849.2,250.0,122.0,0
849.2,250.0,184.0,0
870.7,550.0,374.0,0
892.2,576.0,369.0,0
956.7,1100.0,363.0,4
1051.35,1600.0,460.0,4
1051.35,550.0,538.0,0
1027.0,350.0,613.0,0
1002.65,250.0,507.0,0
935.2,100.0,788.0,0
892.2,100.0,596.0,0
870.7,50.0,320.0,0
806.2,0.0,713.0,0
741.7,0.0,745.0,0
703.8,125.0,577.0,0
671.8,125.0,521.0,2
638.2,100.0,513.0,2
622.8,120.0,513.0,2
687.4,750.0,74.0,4
763.0,1100.0,73.0,4
892.2,1400.0,74.0,4
978.2,1100.0,74.0,4
1075.7,1400.0,371.0,4
1124.4,1000.0,434.0,4
1100.05,150.0,431.0,0
1051.0,50.0,578.0,0
978.2,0.0,788.0,0
913.7,50.0,747.0,0
827.7,50.0,747.0,0
784.7,50.0,542.0,0
870.7,1300.0,71.0,4
956.7,1100.0,74.0,4
1075.0,1500.0,74.0,4
1124.4,700.0,74.0,0
1148.75,700.0,369.0,0
1173.1,900.0,609.0,4
1173.1,550.0,536.0,0
1148.75,150.0,374.0,0
1148.75,250.0,174.0,0
1124.4,50.0,224.0,0
1124.4,100.0,74.0,0
1100.0,50.0,295.0,0
1075.7,50.0,326.0,0
1027.0,0.0,487.0,0
1002.65,0.0,368.0,0
1002.65,300.0,268.0,0
1051.35,900.0,271.0,4
1100.05,900.0,278.0,4
1124.4,600.0,263.0,0
1148.75,600.0,266.0,0
1173.1,550.0,257.0,0
1173.1,300.0,269.0,0
1173.1,200.0,174.0,0
1148.75,150.0,314.0,0
1100.05,100.0,645.0,0
1051.35,100.0,657.0,0
1075.7,600.0,275.0,0
1075.7,300.0,295.0,0
1075.7,200.0,184.0,0
1100.05,200.0,74.0,0
1100.05,300.0,288.0,0
1100.05,300.0,282.0,0
1051.35,100.0,626.0,0
1102.65,150.0,689.0,0
956.7,100.0,625.0,0
956.7,220.0,196.0,0
956.7,220.0,196.0,0
956.7,200.0,196.0,0
935.2,150.0,390.0,0
913.7,100.0,325.0,0
870.7,50.0,484.0,0
870.7,100.0,74.0,0
849.2,50.0,305.0,0
806.2,50.0,478.0,0
784.7,50.0,303.0,0
763.2,50.0,292.0,0
720.2,0.0,458.0,0
687.4,0.0,353.0,2
671.0,100.0,246.0,2
638.2,100.0,436.0,2
638.2,150.0,144.0,2
622.8,200.0,368.0,2
605.4,200.0,380.0,2
605.4,200.0,184.0,2
589.0,100.0,216.0,2
589.0,150.0,141.0,2
605.4,300.0,99.0,2
614.1,250.0,124.0,2
638.2,450.0,149.0,2
638.2,250.0,224.0,2
638.2,300.0,274.0,2
622.8,150.0,299.0,2
630.5,300.0,124.0,2
687.4,800.0,74.0,4
763.2,110.0,74.0,0
870.7,1400.0,74.0,4
945.95,1100.0,74.0,4
1063.52,1450.0,74.0,4
1185.28,1500.0,73.0,4
1270.5,1100.0,74.0,4
1307.25,550.0,74.0,0
1331.35,400.0,74.0,0
1331.35,150.0,74.0,0
1331.35,100.0,74.0,0
1319.2,0.0,74.0,0
1307.25,0.0,82.0,0
1296.25,0.0,82.0,0
1296.25,0.0,82.0,0
1294.8,120.0,82.0,0
1294.85,110.0,82.0,0
1283.85,0.0,82.0,0
1272.85,0.0,82.0,0
1262.85,0.0,71.0,0
1251.85,0.0,82.0,0
1240.85,0.0,82.0,0
1229.85,0.0,82.0,0
1218.85,0.0,82.0,0
1207.85,0.0,82.0,0
1196.85,0.0,82.0,0
1185.85,0.0,82.0,0
1174.85,0.0,70.0,0
1163.85,0.0,82.0,0
1152.85,0.0,82.0,0
1141.85,0.0,82.0,0
1141.85,100.0,82.0,0
1141.85,120.0,82.0,0
1141.85,120.0,82.0,0
1130.85,0.0,82.0,0
1119.85,0.0,82.0,0
1108.85,0.0,82.0,0
1108.85,0.0,82.0,0
1097.85,0.0,82.0,0
1086.85,0.0,82.0,0
1075.85,0.0,82.0,0
1064.85,0.0,82.0,0
1053.85,0.0,82.0,0
1042.85,0.0,82.0,0
1031.85,0.0,82.0,0
1020.85,50.0,82.0,0
1009.85,0.0,82.0,0
998.85,0.0,82.0,0
987.85,0.0,82.0,0
976.85,0.0,82.0,0
965.85,0.0,82.0,0
954.85,0.0,82.0,0
943.85,0.0,82.0,0
934.85,0.0,70.0,0
923.85,0.0,82.0,0
912.85,0.0,82.0,0
901.85,0.0,82.0,0
890.05,0.0,82.0,0
879.85,0.0,82.0,0
868.85,0.0,81.0,0
857.85,0.0,80.0,0
846.85,0.0,82.0,0
835.85,0.0,82.0,0
824.85,0.0,79.0,0
