level,storage,inflow,rainfall,outflow,next_storage,label
123.42,133.4,0.0,0.0,0.0,131.6,1
123.41,131.6,0.0,0.0,0.0,129.9,1
123.38,129.9,0.0,0.0,0.0,128.1,1
123.35,128.1,0.0,0.0,0.0,126.4,1
123.32,126.4,0.0,0.0,0.0,124.7,1
123.29,124.7,0.0,0.0,0.0,123.0,1
123.26,123.0,0.0,1.0,0.0,121.3,1
123.23,121.3,0.0,0.0,0.0,119.7,1
123.2,119.7,0.0,0.0,0.0,118.6,1
123.18,118.6,0.0,9.0,0.0,117.0,1
123.15,117.0,0.0,0.0,0.0,115.4,1
123.12,115.4,0.0,0.0,0.0,113.8,1
123.09,113.8,0.0,0.0,0.0,112.3,1
123.06,112.3,0.0,0.0,0.0,110.7,1
123.03,110.7,0.0,0.0,0.0,109.2,1
123.0,109.2,0.0,0.0,0.0,107.7,1
122.97,107.7,0.0,0.0,0.0,106.2,1
122.94,106.2,0.0,0.0,0.0,105.2,1
122.92,105.2,0.0,17.0,0.0,103.8,1
122.89,103.8,0.0,0.0,0.0,102.3,1
122.86,102.3,0.0,0.0,0.0,100.9,1
122.83,100.9,0.0,0.0,0.0,99.5,1
122.8,99.5,0.0,3.0,0.0,98.6,1
122.78,98.6,0.0,10.0,0.0,99.5,1
122.8,99.5,10.0,19.0,0.0,98.1,1
122.77,98.1,0.0,0.0,0.0,97.2,1
122.75,97.2,0.0,7.0,0.0,96.3,1
122.73,96.3,0.0,5.0,0.0,95.0,1
122.7,95.0,0.0,0.0,0.0,94.1,1
122.68,94.1,0.0,0.0,0.0,93.3,1
122.66,93.3,0.0,0.0,0.0,92.4,1
122.64,92.4,0.0,0.0,0.0,91.5,1
122.62,91.5,0.0,0.0,0.0,90.7,1
122.6,90.7,0.0,0.0,0.0,89.9,1
122.58,89.9,0.0,0.0,0.0,89.0,1
122.56,89.0,0.0,1.0,0.0,88.2,1
122.54,88.2,0.0,0.0,0.0,87.4,1
122.52,87.4,0.0,0.0,0.0,86.6,1
122.5,86.6,0.0,0.0,0.0,85.8,1
122.48,85.8,0.0,0.0,0.0,85.0,1
122.46,85.0,0.0,0.0,0.0,84.2,1
122.44,84.2,0.0,0.0,0.0,83.5,1
122.42,83.5,0.0,0.0,0.0,83.1,1
122.41,83.1,0.0,5.0,0.0,82.3,1
122.39,82.3,0.0,0.0,0.0,81.6,1
122.37,81.6,0.0,1.0,0.0,80.8,1
122.35,80.8,0.0,0.0,0.0,80.1,1
122.33,80.1,0.0,0.0,0.0,79.4,1
122.31,79.4,0.0,0.0,0.0,80.5,1
122.34,80.5,13.0,20.0,0.0,81.6,1
122.37,81.6,13.0,19.0,0.0,83.3,1
122.42,83.3,22.0,26.0,0.0,82.7,1
122.4,82.7,0.0,0.0,0.0,81.9,1
122.38,81.9,0.0,0.0,0.0,81.2,1
122.36,81.2,0.0,0.0,0.0,80.5,1
122.34,80.5,0.0,0.0,0.0,79.7,1
122.32,79.7,0.0,0.0,0.0,79.4,1
122.31,79.4,0.0,5.0,0.0,78.7,1
122.29,78.7,0.0,0.0,0.0,77.9,1
122.27,77.9,0.0,0.0,0.0,83.5,1
122.42,83.5,65.0,51.0,0.0,83.1,1
122.41,83.1,0.0,1.0,0.0,82.3,1
122.39,82.3,0.0,0.0,0.0,81.6,1
122.37,81.6,0.0,0.0,0.0,80.8,1
122.35,80.8,0.0,0.0,0.0,80.1,1
122.33,80.1,0.0,2.0,0.0,79.4,1
122.31,79.4,0.0,0.0,0.0,79.0,1
122.3,79.0,0.0,5.0,0.0,78.3,1
122.28,78.3,0.0,0.0,0.0,72.9,1
122.12,72.9,0.0,0.0,90.0,64.8,1
121.84,64.8,0.0,9.0,90.0,56.7,1
121.48,56.7,0.0,0.0,90.0,52.4,1
121.3,52.4,40.0,41.0,90.0,50.4,1
121.1,50.4,67.0,3.0,90.0,45.7,1
120.8,45.7,27.0,8.0,80.0,40.1,1
120.4,40.1,0.0,6.0,65.0,36.2,1
120.1,36.2,20.0,27.0,65.0,32.5,1
119.8,32.5,0.0,0.0,43.0,29.0,1
119.48,29.0,0.0,0.0,40.0,25.1,1
119.08,25.1,0.0,0.0,40.0,21.6,1
118.67,21.6,0.0,0.0,40.0,18.0,1
118.16,18.0,0.0,5.0,40.0,14.9,1
117.62,14.9,0.0,0.0,35.0,11.8,1
117.03,11.8,0.0,0.0,35.0,10.0,1
116.65,10.0,0.0,0.0,20.0,9.1,1
116.45,9.1,0.0,0.0,0.0,9.0,1
116.43,9.0,0.0,0.0,0.0,8.9,1
116.4,8.9,0.0,0.0,0.0,10.2,1
116.7,10.2,15.0,17.0,0.0,10.1,1
116.67,10.1,0.0,0.0,0.0,14.6,1
117.6,14.6,54.0,63.0,0.0,15.3,1
117.7,15.3,54.0,0.0,0.0,15.2,1
117.67,15.2,0.0,0.0,0.0,16.5,1
117.9,16.5,15.0,41.0,0.0,18.3,1
118.2,18.3,21.0,0.0,0.0,18.18,1
118.18,18.18,0.0,0.0,0.0,18.18,1
118.18,18.18,0.0,0.0,0.0,18.08,1
118.17,18.08,0.0,0.0,0.0,18.08,1
118.17,18.08,0.0,5.0,0.0,18.3,1
118.2,18.3,2.0,3.0,0.0,18.4,1
118.22,18.4,2.0,0.0,0.0,18.4,1
118.22,18.4,0.0,0.0,0.0,18.3,1
118.2,18.3,0.0,0.0,0.0,18.2,1
118.19,18.2,0.0,0.0,0.0,18.2,1
118.19,18.2,0.0,3.0,0.0,18.2,1
118.19,18.2,0.0,0.0,0.0,18.2,1
118.19,18.2,0.0,6.0,0.0,20.7,1
118.55,20.7,29.0,47.0,0.0,37.4,1
120.2,37.4,193.0,36.0,0.0,104.3,1
122.9,104.3,774.0,61.0,0.0,177.3,1
124.1,177.3,845.0,0.0,0.0,220.9,1
124.65,220.9,505.0,0.0,0.0,251.4,1
125.0,251.4,353.0,0.0,0.0,280.8,1
125.32,280.8,340.0,0.0,0.0,322.2,1
125.75,322.2,479.0,13.0,0.0,373.4,1
126.25,373.4,593.0,53.0,0.0,433.3,1
126.8,433.3,693.0,0.0,0.0,503.4,1
127.4,503.4,811.0,2.0,0.0,571.5,1
127.95,571.5,788.0,14.0,0.0,642.6,1
128.5,642.6,823.0,19.0,0.0,708.9,1
129.0,708.9,765.0,5.0,0.0,790.2,1
129.6,790.2,943.0,15.0,0.0,902.0,1
130.4,902.0,0.0,8.0,214.0,882.0,1
130.26,882.0,0.0,3.0,214.0,860.0,1
130.1,860.0,0.0,0.0,214.0,839.0,1
129.95,839.0,0.0,0.0,214.0,819.0,1
129.81,819.0,0.0,11.0,214.0,800.0,1
129.67,800.0,0.0,12.0,214.0,796.0,1
129.64,796.0,0.0,0.0,0.0,794.0,1
129.63,794.0,0.0,0.0,0.0,793.0,1
129.62,793.0,0.0,0.0,0.0,792.0,1
129.61,792.0,0.0,0.0,0.0,790.0,1
129.6,790.0,0.0,0.0,0.0,789.0,1
129.59,789.0,0.0,0.0,0.0,788.0,1
129.58,788.0,0.0,0.0,0.0,786.0,1
129.57,786.0,0.0,0.0,0.0,785.0,1
129.56,785.0,0.0,0.0,0.0,783.0,1
129.55,783.0,0.0,0.0,0.0,782.0,1
129.54,782.0,0.0,0.0,0.0,781.0,1
129.53,781.0,0.0,0.0,0.0,779.0,1
129.52,779.0,0.0,0.0,0.0,778.0,1
129.51,778.0,0.0,0.0,0.0,782.0,1
129.54,782.0,46.0,31.0,0.0,782.0,1
129.54,782.0,0.0,0.0,0.0,781.0,1
129.53,781.0,0.0,0.0,0.0,779.0,1
129.52,779.0,0.0,0.0,0.0,778.0,1
129.51,778.0,0.0,0.0,0.0,776.0,1
129.5,776.0,0.0,0.0,0.0,774.0,1
129.48,774.0,0.0,0.0,0.0,761.0,1
129.39,761.0,0.0,9.0,200.0,742.0,1
129.25,742.0,0.0,1.0,200.0,722.0,1
129.1,722.0,0.0,0.0,200.0,703.0,1
128.96,703.0,0.0,0.0,200.0,683.0,1
128.81,683.0,0.0,0.0,200.0,664.0,1
128.66,664.0,0.0,0.0,200.0,645.0,1
128.52,645.0,0.0,3.0,200.0,626.0,1
128.37,626.0,0.0,0.0,200.0,607.0,1
128.23,607.0,0.0,21.0,200.0,588.0,1
128.08,588.0,0.0,5.0,200.0,567.0,1
127.93,567.0,0.0,0.0,200.0,550.0,1
127.78,550.0,0.0,0.0,200.0,531.0,1
127.63,531.0,0.0,0.0,200.0,512.0,1
127.47,512.0,0.0,0.0,200.0,493.0,1
127.31,493.0,0.0,0.0,200.0,474.0,1
127.15,474.0,0.0,1.0,200.0,455.0,1
126.99,455.0,0.0,0.0,200.0,436.0,1
126.82,436.0,0.0,0.0,200.0,417.0,1
126.65,417.0,0.0,0.0,200.0,399.0,1
126.49,399.0,0.0,12.0,200.0,381.0,1
126.32,381.0,0.0,2.0,200.0,363.0,1
126.15,363.0,0.0,7.0,200.0,345.0,1
125.98,345.0,0.0,8.0,200.0,330.0,1
125.83,330.0,0.0,11.0,180.0,317.0,1
125.7,317.0,0.0,1.0,150.0,322.0,1
125.75,322.0,208.0,20.0,150.0,309.0,1
125.26,309.0,0.0,9.0,150.0,312.0,1
125.65,312.0,215.0,21.0,180.0,297.0,1
125.49,297.0,0.0,0.0,180.0,282.0,1
125.33,282.0,0.0,0.0,180.0,267.0,1
125.17,267.0,0.0,0.0,180.0,278.0,1
125.29,278.0,250.0,0.0,0.0,298.0,1
125.5,298.0,227.0,0.0,0.0,317.0,1
125.7,317.0,179.0,0.0,0.0,333.0,1
125.86,333.0,185.0,0.0,0.0,357.0,1
126.1,357.0,277.0,0.0,0.0,385.0,1
126.36,385.0,325.0,0.0,0.0,417.0,1
126.65,417.0,389.0,0.0,0.0,451.0,1
126.95,451.0,435.0,0.0,0.0,491.0,1
127.3,491.0,473.0,0.0,0.0,527.0,1
127.6,527.0,420.0,0.0,0.0,561.0,1
127.87,561.0,411.0,0.0,0.0,597.0,1
128.15,597.0,440.0,0.0,0.0,632.0,1
128.42,632.0,435.0,0.0,0.0,665.0,1
128.67,665.0,402.0,0.0,0.0,703.0,1
128.96,703.0,437.0,17.0,0.0,748.0,1
129.29,748.0,526.0,19.0,0.0,794.0,1
129.63,794.0,561.0,0.0,0.0,840.0,1
129.96,840.0,584.0,0.0,0.0,882.0,1
130.26,882.0,0.0,1.0,400.0,846.0,1
130.0,846.0,0.0,0.0,400.0,811.0,1
129.75,811.0,0.0,0.0,400.0,775.0,1
129.49,775.0,0.0,2.0,400.0,740.0,1
129.23,740.0,0.0,1.0,400.0,705.0,1
128.97,705.0,0.0,0.0,400.0,669.0,1
128.7,669.0,0.0,1.0,400.0,637.0,1
128.46,637.0,30.0,9.0,400.0,602.0,1
128.19,602.0,0.0,4.0,400.0,568.0,1
127.92,568.0,0.0,2.0,400.0,541.0,1
127.71,541.0,88.0,19.0,400.0,506.0,1
127.42,506.0,0.0,1.0,400.0,471.0,1
127.13,471.0,0.0,0.0,400.0,436.0,1
126.82,436.0,0.0,1.0,400.0,401.0,1
126.51,401.0,0.0,1.0,400.0,370.0,1
126.22,370.0,0.0,0.0,350.0,347.0,1
126.0,347.0,84.0,2.0,300.0,336.0,1
125.89,336.0,173.0,3.0,300.0,322.0,1
125.75,322.0,137.0,3.0,300.0,305.0,1
125.52,305.0,103.0,0.0,300.0,285.0,1
125.37,285.0,69.0,0.0,300.0,281.0,1
125.32,281.0,154.0,0.0,200.0,273.0,1
125.24,273.0,57.0,0.0,150.0,264.0,1
125.14,264.0,0.0,0.0,115.0,279.0,1
125.3,279.0,271.0,11.0,100.0,273.0,1
125.24,273.0,47.0,0.0,69.0,267.0,1
125.17,267.0,0.0,0.0,69.0,261.0,1
125.11,261.0,0.0,0.0,69.0,252.0,1
125.01,252.0,0.0,1.0,104.0,243.0,1
124.91,243.0,0.0,1.0,104.0,251.0,1
125.0,251.0,97.0,22.0,104.0,256.0,1
125.05,256.0,162.0,12.0,104.0,251.0,1
125.0,251.0,46.0,0.0,104.0,242.0,1
124.89,242.0,0.0,0.0,104.0,237.0,1
124.84,237.0,46.0,12.0,104.0,230.0,1
124.76,230.0,0.0,2.0,81.0,224.0,1
124.69,224.0,0.0,6.0,69.0,218.0,1
124.62,218.0,0.0,9.0,69.0,212.0,1
124.55,212.0,0.0,0.0,69.0,206.0,1
124.47,206.0,0.0,0.0,69.0,200.0,1
124.4,200.0,0.0,2.0,69.0,194.0,1
124.32,194.0,0.0,0.0,69.0,191.0,1
124.28,191.0,0.0,0.0,50.0,186.0,1
124.21,186.0,0.0,0.0,50.0,181.0,1
124.15,181.0,0.0,0.0,45.0,176.0,1
124.08,176.0,0.0,0.0,45.0,176.0,1
124.08,176.0,45.0,48.0,45.0,177.0,1
124.1,177.0,57.0,27.0,45.0,181.0,1
124.15,181.0,91.0,49.0,45.0,185.0,1
124.2,185.0,91.0,1.0,45.0,200.0,1
124.4,200.0,218.0,25.0,70.0,208.0,1
124.5,208.0,163.0,9.0,70.0,217.0,1
124.6,217.0,174.0,2.0,70.0,217.0,1
124.6,217.0,70.0,0.0,70.0,211.0,1
124.53,211.0,0.0,0.0,70.0,205.0,1
124.46,205.0,0.0,0.0,70.0,199.0,1
124.38,199.0,0.0,0.0,70.0,221.0,1
124.65,221.0,0.0,0.0,70.0,236.0,1
124.82,236.0,240.0,0.0,80.0,248.0,1
124.96,248.0,243.0,0.0,100.0,270.0,1
125.2,270.0,355.0,0.0,100.0,307.0,1
125.6,307.0,628.0,0.0,200.0,344.0,1
125.97,344.0,670.0,0.0,250.0,380.0,1
126.31,380.0,670.0,0.0,250.0,417.0,1
126.65,417.0,683.0,0.0,250.0,456.0,1
127.0,456.0,680.0,0.0,250.0,493.0,1
127.31,493.0,680.0,0.0,250.0,528.0,1
127.6,528.0,643.0,11.0,250.0,554.0,1
127.81,554.0,615.0,15.0,300.0,580.0,1
128.02,580.0,602.0,2.0,300.0,602.0,1
128.19,602.0,570.0,28.0,300.0,633.0,1
128.43,633.0,669.0,32.0,300.0,673.0,1
128.73,673.0,772.0,6.0,300.0,715.0,1
129.05,715.0,786.0,0.0,300.0,747.0,1
129.28,747.0,667.0,0.0,300.0,790.0,1
129.6,790.0,797.0,7.0,300.0,821.0,1
129.82,821.0,648.0,0.0,300.0,851.0,1
130.04,851.0,657.0,0.0,300.0,891.0,1
130.32,891.0,0.0,0.0,200.0,873.0,1
130.19,873.0,0.0,2.0,200.0,853.0,1
130.05,853.0,0.0,0.0,200.0,832.0,1
129.9,832.0,0.0,0.0,200.0,812.0,1
129.76,812.0,0.0,0.0,200.0,801.0,1
129.68,801.0,0.0,1.0,0.0,800.0,1
129.67,800.0,0.0,5.0,0.0,797.0,1
129.65,797.0,0.0,0.0,0.0,794.0,1
129.63,794.0,0.0,1.0,0.0,790.0,1
129.6,790.0,0.0,0.0,0.0,786.0,1
129.57,786.0,0.0,0.0,0.0,782.0,1
129.54,782.0,0.0,0.0,0.0,776.0,1
129.5,776.0,0.0,0.0,0.0,771.0,1
129.46,771.0,0.0,0.0,0.0,766.0,1
129.42,766.0,0.0,0.0,0.0,760.0,1
129.38,760.0,0.0,0.0,0.0,755.0,1
129.34,755.0,0.0,11.0,0.0,749.0,1
129.3,749.0,0.0,0.0,0.0,763.0,1
129.4,763.0,162.0,66.0,0.0,763.0,1
129.4,763.0,0.0,0.0,0.0,757.0,1
129.36,757.0,0.0,0.0,0.0,752.0,1
129.32,752.0,0.0,0.0,0.0,747.0,1
129.28,747.0,0.0,1.0,0.0,741.0,1
129.24,741.0,0.0,0.0,0.0,736.0,1
129.2,736.0,0.0,4.0,0.0,738.0,1
129.22,738.0,23.0,5.0,0.0,738.0,1
129.22,738.0,0.0,1.0,0.0,736.0,1
129.2,736.0,0.0,0.0,0.0,736.0,1
129.2,736.0,0.0,8.0,0.0,732.0,1
129.17,732.0,0.0,0.0,0.0,729.0,1
129.15,729.0,0.0,3.0,0.0,725.0,1
129.12,725.0,0.0,0.0,0.0,721.0,1
129.09,721.0,0.0,0.0,0.0,715.0,1
129.05,715.0,0.0,0.0,0.0,711.0,1
129.02,711.0,0.0,0.0,0.0,706.0,1
128.98,706.0,0.0,0.0,0.0,715.0,1
129.05,715.0,104.0,16.0,0.0,711.0,1
129.02,711.0,0.0,0.0,0.0,705.0,1
128.97,705.0,0.0,0.0,0.0,699.0,1
128.93,699.0,0.0,0.0,0.0,693.0,1
128.88,693.0,0.0,0.0,0.0,687.0,1
128.84,687.0,0.0,0.0,0.0,682.0,1
128.8,682.0,0.0,0.0,0.0,677.0,1
128.76,677.0,0.0,0.0,0.0,673.0,1
128.73,673.0,0.0,0.0,0.0,681.0,1
128.79,681.0,93.0,40.0,0.0,677.0,1
128.76,677.0,0.0,0.0,0.0,673.0,1
128.73,673.0,0.0,0.0,0.0,668.0,1
128.69,668.0,0.0,0.0,0.0,662.0,1
128.65,662.0,0.0,0.0,0.0,657.0,1
128.61,657.0,0.0,0.0,0.0,653.0,1
128.58,653.0,0.0,2.0,0.0,648.0,1
128.54,648.0,0.0,0.0,0.0,644.0,1
128.51,644.0,0.0,9.0,0.0,641.0,1
128.49,641.0,0.0,9.0,0.0,645.0,1
128.52,645.0,46.0,10.0,0.0,645.0,1
128.52,645.0,0.0,0.0,0.0,643.0,1
128.5,643.0,0.0,0.0,0.0,639.0,1
128.47,639.0,0.0,0.0,0.0,633.0,1
128.43,633.0,0.0,0.0,0.0,628.0,1
128.39,628.0,0.0,0.0,0.0,624.0,1
128.36,624.0,0.0,3.0,0.0,622.0,1
128.34,622.0,0.0,0.0,0.0,619.0,1
128.32,619.0,0.0,0.0,0.0,617.0,1
128.3,617.0,0.0,0.0,0.0,614.0,1
128.28,614.0,0.0,0.0,0.0,614.0,1
128.28,614.0,0.0,5.0,0.0,613.0,1
128.27,613.0,0.0,0.0,0.0,611.0,1
128.26,611.0,0.0,1.0,0.0,609.0,1
128.24,609.0,0.0,0.0,0.0,604.0,1
128.2,604.0,0.0,0.0,0.0,598.0,1
128.16,598.0,0.0,0.0,0.0,592.0,1
128.11,592.0,0.0,0.0,0.0,586.0,1
128.06,586.0,0.0,0.0,0.0,580.0,1
128.02,580.0,0.0,2.0,0.0,578.0,1
128.0,578.0,0.0,30.0,0.0,574.0,1
127.97,574.0,0.0,0.0,0.0,584.0,1
128.05,584.0,116.0,98.0,0.0,584.0,1
128.05,584.0,0.0,0.0,0.0,582.0,1
128.03,582.0,0.0,0.0,0.0,578.0,1
128.0,578.0,0.0,0.0,0.0,573.0,1
127.96,573.0,0.0,0.0,0.0,568.0,1
127.92,568.0,0.0,0.0,0.0,563.0,1
127.88,563.0,0.0,0.0,0.0,558.0,1
127.84,558.0,0.0,0.0,0.0,553.0,1
127.8,553.0,0.0,0.0,0.0,548.0,1
127.76,548.0,0.0,0.0,0.0,543.0,1
127.72,543.0,0.0,0.0,0.0,539.0,1
127.69,539.0,0.0,0.0,0.0,540.0,1
127.7,540.0,12.0,17.0,0.0,539.0,1
127.69,539.0,0.0,0.0,0.0,536.0,1
127.67,536.0,0.0,0.0,0.0,533.0,1
127.65,533.0,0.0,0.0,0.0,531.0,1
127.63,531.0,0.0,0.0,0.0,526.0,1
127.59,526.0,0.0,0.0,0.0,523.0,1
127.56,523.0,0.0,0.0,0.0,519.0,1
127.53,519.0,0.0,1.0,0.0,515.0,1
127.5,515.0,0.0,0.0,0.0,513.0,1
127.48,513.0,0.0,0.0,0.0,510.0,1
127.46,510.0,0.0,0.0,0.0,505.0,1
127.42,505.0,0.0,0.0,0.0,502.0,1
127.39,502.0,0.0,0.0,0.0,497.0,1
127.35,497.0,0.0,0.0,0.0,502.0,1
127.39,502.0,58.0,15.0,0.0,500.0,1
127.37,500.0,0.0,0.0,0.0,496.0,1
127.34,496.0,0.0,0.0,0.0,491.0,1
127.3,491.0,0.0,0.0,0.0,489.0,1
127.28,489.0,0.0,0.0,0.0,485.0,1
127.25,485.0,0.0,0.0,0.0,493.0,1
127.31,493.0,93.0,10.0,0.0,529.0,1
127.61,529.0,471.0,0.0,0.0,582.0,1
128.03,582.0,631.0,0.0,0.0,632.0,1
128.42,632.0,592.0,0.0,0.0,689.0,1
128.85,689.0,660.0,9.0,0.0,736.0,1
129.2,736.0,626.0,0.0,0.0,783.0,1
129.55,783.0,655.0,0.0,0.0,837.0,1
129.94,837.0,690.0,0.0,0.0,895.0,1
130.35,895.0,0.0,0.0,320.0,865.0,1
130.14,865.0,0.0,0.0,320.0,836.0,1
129.93,836.0,0.0,0.0,320.0,807.0,1
129.72,807.0,0.0,0.0,320.0,778.0,1
129.51,778.0,0.0,11.0,320.0,755.0,1
129.34,755.0,54.0,18.6,320.0,726.0,1
129.13,726.0,0.0,2.0,320.0,722.0,1
129.12,722.0,274.0,46.0,320.0,695.0,1
128.9,695.0,0.0,0.4,310.0,668.0,1
128.69,668.0,0.0,0.0,310.0,641.0,1
128.49,641.0,0.0,0.0,310.0,613.0,1
128.27,613.0,0.0,0.0,310.0,586.0,1
128.06,586.0,0.0,0.0,310.0,558.0,1
127.84,558.0,0.0,2.0,310.0,529.0,1
127.61,529.0,0.0,0.0,310.0,500.0,1
127.37,500.0,0.0,0.0,310.0,471.0,1
127.13,471.0,0.0,0.0,310.0,443.0,1
126.88,443.0,0.0,0.0,310.0,416.0,1
126.64,416.0,0.0,14.0,310.0,389.0,1
126.4,389.0,0.0,0.0,299.0,362.0,1
126.14,362.0,0.0,1.4,299.0,338.0,1
125.91,338.0,0.0,0.0,279.0,400.0,1
126.5,400.0,982.0,145.0,257.0,373.0,1
126.25,373.0,0.0,0.0,299.0,348.0,1
126.01,348.0,0.0,9.0,289.0,325.0,1
125.78,325.0,0.0,11.0,269.0,303.0,1
125.55,303.0,0.0,0.0,247.0,281.0,1
125.32,281.0,0.0,0.0,247.0,262.0,1
125.12,262.0,0.0,5.0,215.0,244.0,1
124.92,244.0,0.0,0.0,195.0,229.0,1
124.75,229.0,0.0,0.0,165.0,214.0,1
124.57,214.0,0.0,0.0,165.0,205.0,1
124.46,205.0,0.0,0.0,103.0,193.0,1
124.31,193.0,0.0,0.0,103.0,187.0,1
124.23,187.0,0.0,0.2,69.0,180.0,1
124.14,180.0,0.0,0.0,59.0,177.0,1
124.09,177.0,0.0,0.0,35.0,175.0,1
124.07,175.0,0.0,4.0,25.0,177.0,1
124.1,177.0,38.0,10.0,15.0,180.0,1
124.14,180.0,50.0,18.0,15.0,173.0,1
124.04,173.0,0.0,0.0,69.0,171.0,1
124.01,171.0,0.0,0.0,15.0,168.0,1
123.97,168.0,0.0,2.4,30.0,165.0,1
123.93,165.0,0.0,2.0,30.0,161.0,1
123.87,161.0,0.0,0.0,35.0,157.0,1
123.81,157.0,0.0,0.0,35.0,153.0,1
123.75,153.0,0.0,0.0,35.0,149.0,1
123.69,149.0,0.0,0.0,35.0,145.0,1
123.63,145.0,0.0,0.0,35.0,141.0,1
123.56,141.0,0.0,0.0,35.0,137.0,1
123.5,137.0,0.0,0.0,35.0,133.0,1
123.43,133.0,0.0,0.0,35.0,131.0,1
123.4,131.0,0.0,17.0,15.0,129.0,1
123.36,129.0,0.0,0.0,15.0,127.0,1
123.33,127.0,0.0,0.0,15.0,125.0,1
123.29,125.0,0.0,1.0,15.0,123.0,1
123.26,123.0,0.0,0.0,15.0,122.0,1
123.24,122.0,0.0,0.0,15.0,150.0,1
123.71,150.0,330.0,0.0,0.0,194.0,1
124.32,194.0,510.0,25.45,0.0,243.0,1
124.91,243.0,567.0,0.0,0.0,294.0,1
125.46,294.0,588.0,0.0,0.0,345.0,1
125.98,345.0,610.0,19.0,0.0,393.0,1
126.43,393.0,572.0,0.0,20.0,437.0,1
126.83,437.0,512.0,0.0,20.0,478.0,1
127.19,478.0,495.0,0.0,20.0,519.0,1
127.52,519.0,498.0,9.0,20.0,551.0,1
127.79,551.0,390.0,0.0,20.0,574.0,1
127.97,574.0,284.0,1.4,20.0,605.0,1
128.21,605.0,360.0,1.0,20.0,645.0,1
128.52,645.0,491.0,0.0,20.0,687.0,1
128.84,687.0,515.0,0.0,20.0,728.0,1
129.14,728.0,487.0,0.0,20.0,764.0,1
129.41,764.0,435.0,0.0,20.0,797.0,1
129.65,797.0,400.0,0.0,20.0,828.0,1
129.87,828.0,369.0,0.0,20.0,858.0,1
130.09,858.0,375.0,0.0,20.0,888.0,1
130.3,888.0,240.0,0.0,526.0,863.0,1
130.12,863.0,256.0,0.6,526.0,839.0,1
129.95,839.0,262.0,0.0,526.0,819.0,1
129.81,819.0,262.0,0.0,484.0,799.0,1
129.66,799.0,268.0,1.4,484.0,868.0,1
130.16,868.0,259.0,0.0,484.0,849.0,1
130.02,849.0,274.0,0.0,484.0,837.0,1
129.94,837.0,351.0,3.6,484.0,832.0,1
129.9,832.0,438.0,6.0,484.0,832.0,1
129.9,832.0,496.0,6.0,484.0,825.0,1
129.85,825.0,421.0,12.2,484.0,804.0,1
129.7,804.0,259.0,0.0,484.0,782.0,1
129.54,782.0,247.0,0.0,484.0,760.0,1
129.38,760.0,243.0,0.0,484.0,734.0,1
129.19,734.0,202.0,0.0,484.0,707.0,1
128.99,707.0,189.0,0.0,484.0,683.0,1
128.81,683.0,224.0,0.0,484.0,661.0,1
128.64,661.0,247.0,0.0,484.0,636.0,1
128.45,636.0,213.0,0.0,484.0,689.0,1
128.85,689.0,1125.0,14.6,484.0,664.0,1
128.66,664.0,216.0,0.0,484.0,637.0,1
128.46,637.0,190.0,0.0,484.0,644.0,1
128.51,644.0,583.0,10.4,484.0,617.0,1
128.3,617.0,190.0,1.6,484.0,635.0,1
128.44,635.0,935.0,7.2,484.0,614.0,1
128.28,614.0,254.0,0.0,484.0,595.0,1
128.14,595.0,262.0,1.6,463.0,606.0,1
128.22,606.0,609.0,35.2,463.0,600.0,1
128.17,600.0,192.0,0.0,270.0,593.0,1
128.12,593.0,208.0,0.0,270.0,587.0,1
128.07,587.0,220.0,0.0,270.0,579.0,1
128.01,579.0,193.0,0.0,270.0,635.0,1
128.44,635.0,937.0,29.6,270.0,628.0,1
128.39,628.0,208.0,2.8,270.0,619.0,1
128.32,619.0,185.0,0.0,270.0,622.0,1
128.34,622.0,324.0,7.6,270.0,618.0,1
128.31,618.0,243.0,0.0,270.0,622.0,1
128.34,622.0,335.0,8.8,270.0,649.0,1
128.55,649.0,601.0,34.6,270.0,670.0,1
128.71,670.0,532.0,15.8,270.0,678.0,1
128.77,678.0,382.0,0.0,270.0,685.0,1
128.82,685.0,370.0,0.0,270.0,681.0,1
128.79,681.0,243.0,0.0,270.0,677.0,1
128.76,677.0,243.0,0.0,270.0,673.0,1
128.73,673.0,243.0,0.0,270.0,685.0,1
128.82,685.0,428.0,24.2,270.0,679.0,1
128.78,679.0,220.0,0.0,270.0,671.0,1
128.72,671.0,196.0,0.0,270.0,664.0,1
128.66,664.0,208.0,0.0,270.0,656.0,1
128.6,656.0,196.0,0.0,270.0,646.0,1
128.53,646.0,173.0,0.0,270.0,639.0,1
128.47,639.0,208.0,2.4,270.0,631.0,1
128.41,631.0,196.0,0.0,270.0,622.0,1
128.34,622.0,185.0,1.4,270.0,606.0,1
128.22,606.0,104.0,0.0,270.0,593.0,1
128.12,593.0,133.0,2.0,270.0,588.0,1
128.08,588.0,225.0,0.0,270.0,583.0,1
128.04,583.0,225.0,0.0,270.0,578.0,1
128.0,578.0,225.0,0.0,270.0,573.0,1
127.96,573.0,221.0,0.0,270.0,568.0,1
127.92,568.0,225.0,0.0,270.0,607.0,1
128.23,607.0,734.0,20.6,270.0,598.0,1
128.16,598.0,179.0,0.0,270.0,589.0,1
128.09,589.0,179.0,0.0,270.0,579.0,1
128.01,579.0,167.0,0.0,270.0,568.0,1
127.92,568.0,156.0,0.0,270.0,556.0,1
127.83,556.0,144.0,0.0,270.0,545.0,1
