storage,inflow,discharge
507.0,200.0,0.0
507.0,200.0,0.0
507.0,200.0,0.0
507.0,200.0,0.0
507.0,150.0,0.0
507.0,100.0,0.0
507.0,100.0,0.0
507.0,100.0,0.0
507.0,0.0,26.0
507.0,0.0,71.0
507.0,0.0,75.0
507.0,0.0,75.0
507.0,0.0,75.0
507.0,100.0,31.0
507.0,100.0,62.0
507.0,100.0,44.0
507.0,100.0,73.0
507.0,200.0,73.0
507.0,200.0,73.0
507.0,200.0,74.0
507.0,200.0,74.0
507.0,200.0,74.0
507.0,200.0,73.0
507.0,300.0,277.0
507.0,350.0,347.0
507.0,350.0,347.0
507.0,350.0,347.0
507.0,275.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,239.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,249.0
507.0,300.0,260.0
687.0,2000.0,1110.0
742.0,1700.0,1085.0
806.0,600.0,599.0
871.0,650.0,174.0
849.0,150.0,274.0
828.0,150.0,274.0
806.0,150.0,270.0
806.0,300.0,298.0
806.0,300.0,298.0
785.0,150.0,408.0
742.0,150.0,604.0
704.0,150.0,597.0
655.0,100.0,640.0
623.0,100.0,581.0
589.0,50.0,597.0
556.0,50.0,482.0
540.0,50.0,426.0
507.0,50.0,645.0
507.0,350.0,336.0
507.0,350.0,333.0
507.0,500.0,333.0
491.0,350.0,480.0
507.0,550.0,533.0
540.0,700.0,216.0
638.0,1200.0,346.0
704.0,1100.0,324.0
742.0,600.0,337.0
785.0,600.0,389.0
806.0,600.0,439.0
849.0,700.0,437.0
892.0,500.0,538.0
871.0,350.0,664.0
849.0,300.0,682.0
828.0,350.0,771.0
806.0,350.0,771.0
763.0,200.0,744.0
720.0,200.0,724.0
671.0,200.0,764.0
638.0,300.0,823.0
638.0,500.0,672.0
687.0,500.0,430.0
687.0,600.0,716.0
687.0,600.0,667.0
687.0,500.0,497.0
687.0,500.0,498.0
704.0,700.0,704.0
720.0,700.0,765.0
785.0,700.0,836.0
806.0,350.0,338.0
828.0,700.0,699.0
828.0,600.0,561.0
828.0,600.0,561.0
806.0,400.0,594.0
806.0,350.0,349.0
763.0,300.0,789.0
742.0,150.0,369.0
742.0,350.0,346.0
763.0,500.0,344.0
763.0,650.0,632.0
763.0,650.0,631.0
763.0,650.0,643.0
763.0,650.0,642.0
720.0,100.0,503.0
687.0,100.0,473.0
671.0,200.0,414.0
671.0,150.0,120.0
671.0,400.0,381.0
671.0,400.0,378.0
671.0,50.0,21.0
687.0,250.0,22.0
687.0,250.0,222.0
687.0,250.0,222.0
687.0,400.0,378.0
704.0,750.0,545.0
671.0,600.0,978.0
582.0,0.0,826.0
523.0,100.0,901.0
474.0,100.0,576.0
474.0,550.0,555.0
474.0,500.0,555.0
441.0,100.0,532.0
441.0,50.0,36.0
441.0,100.0,91.0
458.0,500.0,221.0
523.0,1100.0,321.0
523.0,275.0,271.0
507.0,100.0,321.0
491.0,100.0,271.0
458.0,250.0,618.0
474.0,350.0,560.0
474.0,475.0,452.0
491.0,600.0,463.0
507.0,900.0,754.0
507.0,800.0,792.0
507.0,250.0,244.0
491.0,200.0,375.0
623.0,1500.0,792.0
871.0,4500.0,3486.0
871.0,2800.0,2720.0
687.0,500.0,2407.0
655.0,500.0,1038.0
687.0,1500.0,1082.0
687.0,1100.0,1084.0
671.0,300.0,1013.0
671.0,50.0,21.0
704.0,500.0,21.0
828.0,1600.0,146.0
871.0,800.0,321.0
871.0,400.0,396.0
871.0,350.0,346.0
871.0,300.0,296.0
871.0,300.0,296.0
871.0,300.0,296.0
871.0,300.0,296.0
871.0,350.0,321.0
871.0,350.0,321.0
871.0,300.0,296.0
914.0,650.0,171.0
1027.0,1350.0,71.0
1100.0,1000.0,121.0
1100.0,350.0,321.0
1100.0,450.0,446.0
1100.0,400.0,389.0
1100.0,300.0,300.0
1100.0,100.0,96.0
1051.0,100.0,521.0
1003.0,75.0,572.0
957.0,50.0,569.0
871.0,50.0,948.0
828.0,75.0,587.0
806.0,150.0,535.0
806.0,500.0,521.0
871.0,1200.0,526.0
914.0,500.0,21.0
1003.0,1100.0,21.0
1100.0,1150.0,21.0
1100.0,150.0,111.0
1100.0,150.0,111.0
1100.0,150.0,111.0
1100.0,100.0,84.0
1100.0,115.0,111.0
1100.0,115.0,111.0
1100.0,115.0,111.0
1100.0,100.0,46.0
1100.0,100.0,96.0
1100.0,100.0,96.0
1100.0,100.0,96.0
1051.0,50.0,571.0
1027.0,50.0,271.0
1003.0,100.0,399.0
978.0,100.0,417.0
935.0,100.0,600.0
892.0,200.0,761.0
892.0,450.0,411.0
892.0,450.0,411.0
914.0,400.0,364.0
936.0,450.0,314.0
936.0,450.0,314.0
1027.0,450.0,71.0
1100.0,700.0,71.0
1197.0,1100.0,71.0
1271.0,1100.0,121.0
1344.0,900.0,121.0
1368.0,300.0,46.0
1416.0,300.0,46.0
1465.0,300.0,36.0
1465.0,200.0,179.0
1465.0,200.0,179.0
1465.0,200.0,179.0
1465.0,200.0,179.0
1465.0,75.0,74.0
1465.0,75.0,48.0
1465.0,75.0,46.0
1465.0,75.0,47.0
1465.0,75.0,93.0
1465.0,75.0,73.0
1465.0,75.0,73.0
1465.0,60.0,46.0
1465.0,60.0,54.0
1465.0,60.0,54.0
1465.0,50.0,45.0
1465.0,50.0,46.0
1465.0,50.0,46.0
1465.0,50.0,39.0
1465.0,60.0,56.0
1453.0,25.0,80.0
1453.0,25.0,80.0
1441.0,0.0,74.0
1429.0,0.0,49.0
1416.0,0.0,38.0
1404.0,0.0,38.0
1392.0,0.0,38.0
1380.0,0.0,38.0
1368.0,0.0,38.0
1344.0,0.0,38.0
1319.0,0.0,38.0
1295.0,0.0,38.0
1271.0,0.0,38.0
1246.0,0.0,38.0
1222.0,0.0,38.0
1197.0,0.0,70.0
1173.0,0.0,75.0
1149.0,0.0,75.0
1124.0,0.0,75.0
1100.0,0.0,75.0
1076.0,0.0,59.0
1051.0,0.0,38.0
1027.0,0.0,38.0
1003.0,0.0,38.0
978.0,0.0,38.0
957.0,0.0,38.0
935.0,0.0,38.0
914.0,0.0,38.0
892.0,0.0,38.0
871.0,0.0,38.0
849.0,0.0,38.0
828.0,0.0,38.0
806.0,0.0,38.0
806.0,0.0,38.0
785.0,0.0,38.0
763.0,0.0,38.0
763.0,0.0,38.0
741.0,0.0,38.0
731.0,0.0,38.0
720.0,0.0,38.0
704.0,0.0,38.0
687.0,0.0,38.0
671.0,0.0,38.0
663.0,0.0,38.0
655.0,0.0,38.0
646.0,0.0,38.0
632.0,0.0,38.0
622.0,0.0,38.0
605.0,0.0,38.0
589.0,0.0,38.0
573.0,0.0,38.0
556.0,0.0,38.0
540.0,0.0,38.0
523.0,0.0,38.0
507.0,0.0,38.0
499.0,0.0,38.0
491.0,0.0,38.0
482.0,0.0,38.0
474.0,0.0,37.0
466.0,0.0,38.0
458.0,0.0,38.0
450.0,0.0,38.0
441.0,0.0,38.0
433.0,0.0,38.0
425.0,0.0,38.0
417.0,0.0,38.0
409.0,0.0,38.0
400.0,0.0,38.0
392.0,0.0,38.0
384.0,0.0,38.0
384.0,0.0,38.0
384.0,0.0,38.0
376.0,0.0,38.0
384.0,100.0,38.0
392.0,100.0,38.0
400.0,100.0,38.0
409.0,100.0,38.0
417.0,100.0,38.0
425.0,100.0,38.0
433.0,100.0,36.0
441.0,100.0,38.0
450.0,100.0,38.0
458.0,100.0,38.0
474.0,200.0,38.0
507.0,200.0,38.0
523.0,200.0,38.0
540.0,200.0,34.0
556.0,200.0,38.0
573.0,200.0,38.0
581.0,100.0,38.0
589.0,100.0,38.0
573.0,0.0,38.0
564.0,0.0,38.0
556.0,0.0,38.0
548.0,0.0,38.0
540.0,0.0,38.0
532.0,0.0,38.0
523.0,0.0,38.0
515.0,0.0,38.0
507.0,0.0,37.0
499.0,0.0,38.0
491.0,0.0,38.0
482.0,0.0,38.0
474.0,0.0,38.0
466.0,0.0,39.0
458.0,0.0,38.0
441.0,0.0,38.0
425.0,0.0,38.0
409.0,0.0,38.0
392.0,0.0,38.0
376.0,0.0,38.0
359.0,0.0,38.0
343.0,0.0,38.0
327.0,0.0,38.0
310.0,0.0,38.0
294.0,0.0,38.0
277.0,0.0,38.0
261.0,0.0,38.0
245.0,0.0,38.0
228.0,0.0,38.0
212.0,0.0,38.0
195.0,0.0,38.0
179.0,0.0,38.0
171.0,0.0,38.0
162.0,0.0,38.0
154.0,0.0,38.0
145.0,0.0,38.0
137.0,0.0,38.0
128.0,0.0,21.0
120.0,0.0,19.0
111.0,0.0,18.0
103.0,0.0,19.0
94.0,0.0,0.0
86.0,0.0,0.0
77.0,0.0,0.0
69.0,0.0,0.0
60.0,0.0,0.0
52.0,0.0,0.0
43.0,0.0,0.0
35.0,0.0,0.0
26.0,0.0,0.0
18.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
0.0,400.0,0.0
0.0,800.0,0.0
0.0,800.0,0.0
26.0,900.0,0.0
77.0,800.0,0.0
119.5,700.0,0.0
170.5,700.0,0.0
195.4,350.0,0.0
211.8,300.0,0.0
228.2,250.0,0.0
244.6,200.0,0.0
261.0,400.0,0.0
310.2,700.0,0.0
343.0,700.0,0.0
392.2,600.0,0.0
441.4,600.0,0.0
480.4,500.0,0.0
523.4,500.0,0.0
589.0,750.0,0.0
671.0,950.0,0.0
806.2,1500.0,0.0
913.7,1300.0,0.0
1051.35,1600.0,0.0
1124.4,2000.0,38.0
1075.7,2100.0,2069.0
956.0,0.0,1222.0
870.7,0.0,995.0
870.7,200.0,75.0
827.7,0.0,497.0
827.7,250.0,255.0
827.7,1010.0,992.0
870.7,2850.0,2302.0
892.2,320.0,75.0
892.2,80.0,74.0
892.2,80.0,74.0
892.2,80.0,74.0
892.2,80.0,74.0
892.2,80.0,74.0
892.2,70.0,63.0
892.2,70.0,64.0
870.7,0.0,74.0
849.2,0.0,74.0
806.2,0.0,74.0
763.2,0.0,74.0
720.2,0.0,74.0
671.0,0.0,74.0
638.2,0.0,74.0
605.4,0.0,75.0
572.6,0.0,381.0
523.4,0.0,549.0
507.0,0.0,185.0
474.2,75.0,74.0
482.0,430.0,294.0
474.2,110.0,294.0
457.8,160.0,320.0
425.0,0.0,319.0
408.6,0.0,74.0
392.2,0.0,74.0
375.8,0.0,75.0
392.2,310.0,74.0
408.6,310.0,74.0
425.0,310.0,74.0
425.0,75.0,74.0
425.0,75.0,74.0
408.6,0.0,74.0
400.4,0.0,74.0
392.2,0.0,67.0
384.0,0.0,74.0
375.8,0.0,58.0
367.6,0.0,74.0
359.4,0.0,74.0
351.2,0.0,74.0
343.0,0.0,74.0
334.8,0.0,62.0
326.6,0.0,74.0
310.2,0.0,74.0
293.8,0.0,43.0
277.4,0.0,38.0
261.0,0.0,38.0
242.6,0.0,38.0
228.2,0.0,38.0
244.6,250.0,38.0
261.0,250.0,38.0
285.6,320.0,38.0
334.8,680.0,74.0
392.2,820.0,74.0
474.2,1100.0,74.0
519.2,1100.0,74.0
519.2,720.0,464.0
523.4,610.0,474.0
519.2,0.0,74.0
507.0,0.0,74.0
498.8,0.0,74.0
490.6,0.0,74.0
482.4,0.0,74.0
474.2,0.0,74.0
466.0,0.0,74.0
457.8,0.0,74.0
449.6,0.0,74.0
433.2,0.0,74.0
425.0,0.0,62.0
416.8,0.0,62.0
408.6,0.0,74.0
390.2,0.0,74.0
384.0,0.0,74.0
367.6,0.0,74.0
351.2,0.0,74.0
341.2,0.0,74.0
312.4,0.0,74.0
302.0,0.0,61.0
290.0,0.0,58.0
278.0,0.0,58.0
266.0,0.0,58.0
254.0,0.0,58.0
242.0,0.0,58.0
230.0,0.0,56.0
218.0,0.0,57.0
206.0,0.0,57.0
194.0,0.0,57.0
181.4,0.0,53.0
168.2,0.0,47.0
154.7,0.0,37.0
141.2,0.0,37.0
127.2,0.0,37.0
112.7,0.0,37.0
106.7,0.0,37.0
98.25,0.0,26.0
85.3,0.0,18.0
77.0,0.0,18.0
68.5,0.0,18.0
60.0,0.0,17.0
51.5,0.0,13.0
43.0,0.0,0.0
34.5,0.0,0.0
26.0,0.0,0.0
17.5,0.0,0.0
9.0,0.0,0.0
0.0,110.0,0.0
9.0,200.0,0.0
17.5,150.0,0.0
26.0,100.0,0.0
30.25,75.0,0.0
34.5,60.0,0.0
38.75,60.0,0.0
43.0,60.0,0.0
43.0,0.0,0.0
38.75,0.0,0.0
34.5,0.0,0.0
30.25,0.0,0.0
26.0,0.0,0.0
21.75,0.0,0.0
17.5,0.0,0.0
13.25,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
9.0,0.0,0.0
66.75,800.0,0.0
128.0,900.0,0.0
195.4,820.0,0.0
244.6,600.0,22.0
277.4,450.0,40.0
293.8,250.0,37.0
302.0,75.0,37.0
310.2,150.0,37.0
318.4,150.0,37.0
318.4,75.0,37.0
318.4,50.0,37.0
318.4,40.0,37.0
310.2,0.0,37.0
302.0,0.0,37.0
293.8,0.0,37.0
287.0,0.0,37.0
280.6,0.0,37.0
274.2,0.0,37.0
268.0,0.0,37.0
261.8,0.0,37.0
255.6,0.0,37.0
249.4,0.0,37.0
243.2,0.0,37.0
237.0,0.0,37.0
230.8,0.0,37.0
224.6,0.0,37.0
218.4,0.0,37.0
212.2,0.0,37.0
206.0,0.0,37.0
199.8,0.0,37.0
193.6,0.0,37.0
187.4,0.0,37.0
181.2,0.0,37.0
175.0,0.0,37.0
168.8,0.0,37.0
162.6,0.0,37.0
156.6,0.0,37.0
150.2,0.0,36.0
144.0,0.0,37.0
137.8,0.0,37.0
131.6,0.0,37.0
125.4,0.0,36.0
119.2,0.0,35.0
113.0,0.0,20.0
106.8,0.0,19.0
100.6,0.0,18.0
94.4,0.0,18.0
88.2,0.0,18.0
82.0,0.0,15.0
75.8,0.0,7.0
71.8,0.0,0.0
69.0,0.0,0.0
64.25,0.0,0.0
55.75,0.0,0.0
47.25,0.0,0.0
43.0,0.0,0.0
30.25,0.0,0.0
21.75,0.0,0.0
13.25,0.0,0.0
0.0,2498.0,0.0
26.0,2180.0,0.0
153.0,2520.0,0.0
359.4,2520.0,0.0
523.4,2520.0,0.0
638.2,2290.0,0.0
736.2,2060.0,0.0
935.2,2060.0,0.0
1027.0,1220.0,0.0
1126.4,1050.0,0.0
1173.1,350.0,45.0
1173.1,175.0,75.0
1197.45,390.0,47.0
1197.45,175.0,74.0
1197.45,175.0,74.0
1197.45,175.0,71.0
1197.45,77.0,70.0
1197.45,77.0,56.0
1197.45,87.0,57.0
1197.45,90.0,72.0
1173.1,90.0,252.0
1173.1,155.0,175.0
1160.92,150.0,225.0
1185.27,420.0,165.0
1160.92,320.0,165.0
1136.58,90.0,282.0
1112.23,90.0,297.0
1100.05,100.0,221.0
1075.7,100.0,354.0
1075.7,200.0,194.0
1100.05,640.0,465.0
1148.75,1850.0,1402.0
1112.23,600.0,981.0
1100.05,400.0,501.0
1100.05,550.0,501.0
1136.58,960.0,588.0
1124.4,400.0,553.0
1087.88,300.0,671.0
1051.35,350.0,654.0
1039.17,300.0,527.0
1027.0,200.0,335.0
990.43,150.0,540.0
935.2,150.0,729.0
870.7,50.0,744.0
816.95,50.0,582.0
752.45,25.0,684.0
695.6,25.0,687.0
646.4,25.0,594.0
605.4,300.0,760.0
580.8,350.0,634.0
538.8,300.0,783.0
523.4,580.0,783.0
490.6,350.0,707.0
474.2,500.0,709.0
474.2,550.0,524.0
474.2,550.0,524.0
474.2,650.0,643.0
457.8,550.0,693.0
457.8,700.0,693.0
474.2,650.0,549.0
482.4,650.0,549.0
515.5,850.0,524.0
548.0,850.0,549.0
589.0,1100.0,718.0
622.8,1200.0,969.0
687.4,1200.0,534.0
763.2,1200.0,461.0
795.45,1000.0,764.0
806.2,600.0,517.0
806.2,240.0,224.0
827.7,250.0,124.0
849.2,250.0,122.0
849.2,250.0,184.0
870.7,550.0,374.0
892.2,576.0,369.0
956.7,1100.0,363.0
1051.35,1600.0,460.0
1051.35,550.0,538.0
1027.0,350.0,613.0
1002.65,250.0,507.0
935.2,100.0,788.0
892.2,100.0,596.0
870.7,50.0,320.0
806.2,0.0,713.0
741.7,0.0,745.0
703.8,125.0,577.0
671.8,125.0,521.0
638.2,100.0,513.0
622.8,120.0,513.0
687.4,750.0,74.0
763.0,1100.0,73.0
892.2,1400.0,74.0
978.2,1100.0,74.0
1075.7,1400.0,371.0
1124.4,1000.0,434.0
1100.05,150.0,431.0
1051.0,50.0,578.0
978.2,0.0,788.0
913.7,50.0,747.0
827.7,50.0,747.0
784.7,50.0,542.0
870.7,1300.0,71.0
956.7,1100.0,74.0
1075.0,1500.0,74.0
1124.4,700.0,74.0
1148.75,700.0,369.0
1173.1,900.0,609.0
1173.1,550.0,536.0
1148.75,150.0,374.0
1148.75,250.0,174.0
1124.4,50.0,224.0
1124.4,100.0,74.0
1100.0,50.0,295.0
1075.7,50.0,326.0
1027.0,0.0,487.0
1002.65,0.0,368.0
1002.65,300.0,268.0
1051.35,900.0,271.0
1100.05,900.0,278.0
1124.4,600.0,263.0
1148.75,600.0,266.0
1173.1,550.0,257.0
1173.1,300.0,269.0
1173.1,200.0,174.0
1148.75,150.0,314.0
1100.05,100.0,645.0
1051.35,100.0,657.0
1075.7,600.0,275.0
1075.7,300.0,295.0
1075.7,200.0,184.0
1100.05,200.0,74.0
1100.05,300.0,288.0
1100.05,300.0,282.0
1051.35,100.0,626.0
1102.65,150.0,689.0
956.7,100.0,625.0
956.7,220.0,196.0
956.7,220.0,196.0
956.7,200.0,196.0
935.2,150.0,390.0
913.7,100.0,325.0
870.7,50.0,484.0
870.7,100.0,74.0
849.2,50.0,305.0
806.2,50.0,478.0
784.7,50.0,303.0
763.2,50.0,292.0
720.2,0.0,458.0
687.4,0.0,353.0
671.0,100.0,246.0
638.2,100.0,436.0
638.2,150.0,144.0
622.8,200.0,368.0
605.4,200.0,380.0
605.4,200.0,184.0
589.0,100.0,216.0
589.0,150.0,141.0
605.4,300.0,99.0
614.1,250.0,124.0
638.2,450.0,149.0
638.2,250.0,224.0
638.2,300.0,274.0
622.8,150.0,299.0
630.5,300.0,124.0
687.4,800.0,74.0
763.2,110.0,74.0
870.7,1400.0,74.0
945.95,1100.0,74.0
1063.52,1450.0,74.0
1185.28,1500.0,73.0
1270.5,1100.0,74.0
1307.25,550.0,74.0
1331.35,400.0,74.0
1331.35,150.0,74.0
1331.35,100.0,74.0
1319.2,0.0,74.0
1307.25,0.0,82.0
1296.25,0.0,82.0
1296.25,0.0,82.0
1294.8,120.0,82.0
1294.85,110.0,82.0
1283.85,0.0,82.0
1272.85,0.0,82.0
1262.85,0.0,71.0
1251.85,0.0,82.0
1240.85,0.0,82.0
1229.85,0.0,82.0
1218.85,0.0,82.0
1207.85,0.0,82.0
1196.85,0.0,82.0
1185.85,0.0,82.0
1174.85,0.0,70.0
1163.85,0.0,82.0
1152.85,0.0,82.0
1141.85,0.0,82.0
1141.85,100.0,82.0
1141.85,120.0,82.0
1141.85,120.0,82.0
1130.85,0.0,82.0
1119.85,0.0,82.0
1108.85,0.0,82.0
1108.85,0.0,82.0
1097.85,0.0,82.0
1086.85,0.0,82.0
1075.85,0.0,82.0
1064.85,0.0,82.0
1053.85,0.0,82.0
1042.85,0.0,82.0
1031.85,0.0,82.0
1020.85,50.0,82.0
1009.85,0.0,82.0
998.85,0.0,82.0
987.85,0.0,82.0
976.85,0.0,82.0
965.85,0.0,82.0
954.85,0.0,82.0
943.85,0.0,82.0
934.85,0.0,70.0
923.85,0.0,82.0
912.85,0.0,82.0
901.85,0.0,82.0
890.05,0.0,82.0
879.85,0.0,82.0
868.85,0.0,81.0
857.85,0.0,80.0
846.85,0.0,82.0
835.85,0.0,82.0
824.85,0.0,79.0
813.85,0.0,82.0
802.85,0.0,82.0
791.85,0.0,82.0
780.85,0.0,82.0
769.85,0.0,82.0
758.85,0.0,82.0
747.85,0.0,82.0
736.85,0.0,82.0
725.85,0.0,82.0
714.85,0.0,82.0
703.85,0.0,82.0
692.85,0.0,82.0
681.85,0.0,82.0
670.85,0.0,82.0
659.85,0.0,82.0
638.2,0.0,82.0
622.8,0.0,82.0
605.4,0.0,82.0
589.0,0.0,61.0
572.6,0.0,62.0
556.2,0.0,74.0
539.8,0.0,74.0
523.4,0.0,74.0
507.0,0.0,74.0
490.6,0.0,74.0
474.2,0.0,82.0
457.8,0.0,82.0
441.4,0.0,82.0
433.2,0.0,82.0
425.0,0.0,82.0
413.0,0.0,82.0
402.04,0.0,82.0
392.2,0.0,82.0
425.0,500.0,74.0
523.4,1250.0,74.0
622.8,1300.0,74.0
741.7,1500.0,71.0
892.2,1900.0,74.0
1002.65,1400.0,74.0
1051.35,700.0,74.0
1075.7,400.0,74.0
1112.22,450.0,74.0
1136.57,450.0,74.0
1197.45,650.0,74.0
1294.0,950.0,74.0
1307.02,200.0,74.0
1307.02,100.0,62.0
1307.02,90.0,74.0
1294.85,0.0,74.0
1282.68,0.0,71.0
1270.5,0.0,73.0
1258.33,0.0,62.0
1246.15,0.0,60.0
1233.98,0.0,53.0
1221.8,0.0,74.0
1209.63,0.0,74.0
1197.45,0.0,74.0
1185.28,0.0,74.0
1160.93,0.0,74.0
1148.7,0.0,74.0
1136.58,0.0,74.0
1112.22,0.0,74.0
1124.4,250.0,74.0
1124.4,120.0,74.0
1112.22,0.0,74.0
1100.05,0.0,74.0
1087.87,0.0,74.0
1075.7,0.0,74.0
1063.53,0.0,74.0
1051.35,0.0,74.0
1039.17,0.0,74.0
1027.0,0.0,74.0
1027.0,150.0,74.0
1039.17,150.0,74.0
1027.0,0.0,74.0
1014.82,0.0,74.0
1002.65,0.0,74.0
992.42,0.0,74.0
981.42,0.0,74.0
972.42,0.0,74.0
963.42,0.0,74.0
954.42,0.0,74.0
945.42,0.0,74.0
936.42,0.0,74.0
927.42,0.0,74.0
918.42,0.0,74.0
909.42,0.0,60.0
900.42,0.0,74.0
891.42,0.0,74.0
882.42,0.0,74.0
872.4,0.0,74.0
862.4,0.0,74.0
852.4,0.0,63.0
842.4,0.0,74.0
832.4,0.0,74.0
822.4,0.0,74.0
812.4,0.0,74.0
802.4,0.0,74.0
792.0,0.0,73.0
782.0,0.0,74.0
772.0,0.0,74.0
762.0,0.0,74.0
752.0,0.0,74.0
742.0,0.0,74.0
732.0,0.0,74.0
722.0,0.0,74.0
712.0,0.0,74.0
702.0,0.0,74.0
692.0,0.0,74.0
682.0,0.0,74.0
672.0,0.0,74.0
662.0,0.0,74.0
652.0,0.0,74.0
642.0,0.0,74.0
632.0,0.0,74.0
622.0,0.0,74.0
612.0,0.0,74.0
602.0,0.0,74.0
592.0,0.0,74.0
582.0,0.0,74.0
572.0,0.0,72.0
562.0,0.0,74.0
552.0,0.0,74.0
542.0,0.0,74.0
532.0,0.0,74.0
517.0,0.0,72.0
507.0,0.0,71.0
497.0,0.0,64.0
487.0,0.0,74.0
477.0,0.0,74.0
467.0,0.0,74.0
457.0,0.0,74.0
442.0,0.0,74.0
432.0,0.0,73.0
422.0,0.0,74.0
412.0,0.0,74.0
402.0,0.0,74.0
392.0,0.0,74.0
382.0,0.0,63.0
367.0,0.0,68.0
357.0,0.0,71.0
347.0,0.0,71.0
337.0,0.0,56.0
327.0,0.0,72.0
317.0,0.0,65.0
307.0,0.0,71.0
297.0,0.0,70.0
287.0,0.0,72.0
277.0,0.0,71.0
267.0,0.0,68.0
257.0,0.0,69.0
247.0,0.0,69.0
247.0,120.0,69.0
261.0,200.0,69.0
277.4,275.0,69.0
302.0,400.0,71.0
326.0,450.0,71.0
384.0,685.0,69.0
466.0,1065.0,69.0
523.0,780.0,70.0
572.0,685.0,70.0
614.1,605.0,70.0
646.4,490.0,71.0
671.0,400.0,73.0
687.4,400.0,72.0
712.0,400.0,71.0
741.7,460.0,72.0
784.7,613.0,72.0
838.45,785.0,72.0
892.2,785.0,71.0
945.95,785.0,74.0
1014.82,995.0,74.0
1075.7,995.0,74.0
1112.22,540.0,74.0
1117.22,172.0,74.0
1117.22,85.0,74.0
1100.05,0.0,67.0
1090.31,0.0,70.0
1080.92,0.0,74.0
1070.83,0.0,74.0
1080.57,250.0,74.0
1100.05,340.0,72.0
1100.05,545.0,524.0
1087.87,405.0,524.0
1063.52,210.0,489.0
1039.17,185.0,446.0
1002.65,135.0,489.0
978.2,65.0,449.0
967.45,310.0,435.0
956.7,360.0,484.0
945.95,395.0,519.0
935.2,297.0,422.0
924.45,270.0,395.0
913.7,355.0,479.0
902.95,480.0,605.0
902.95,605.0,595.0
902.95,595.0,595.0
870.7,480.0,853.0
849.2,340.0,589.0
816.95,165.0,538.0
784.7,85.0,458.0
763.2,190.0,434.0
784.7,580.0,334.0
806.2,480.0,232.0
806.2,475.0,470.0
784.7,210.0,460.0
752.45,210.0,583.0
752.45,225.0,210.0
870.7,1370.0,74.0
978.2,1320.0,74.0
1100.05,1370.0,74.0
1075.7,1040.0,1395.0
1051.35,850.0,1132.0
1027.0,450.0,806.0
1002.65,300.0,655.0
978.2,65.0,422.0
978.2,90.0,74.0
978.2,110.0,74.0
978.2,265.0,260.0
978.2,335.0,350.0
1002.65,695.0,409.0
1027.0,705.0,414.0
1027.0,595.0,584.0
1002.65,260.0,544.0
978.2,0.0,284.0
956.7,35.0,299.0
935.2,0.0,284.0
913.7,0.0,279.0
892.2,95.0,377.0
892.2,180.0,184.0
870.7,180.0,434.0
849.2,65.0,314.0
827.7,50.0,304.0
784.7,35.0,532.0
741.7,130.0,629.0
763.2,325.0,74.0
784.7,315.0,68.0
806.2,325.0,74.0
827.7,330.0,74.0
827.7,346.0,339.0
849.2,405.0,157.0
849.2,80.0,74.0
849.2,85.0,74.0
838.45,10.0,124.0
827.7,30.0,154.0
806.2,35.0,284.0
784.7,25.0,348.0
763.2,25.0,278.0
741.7,45.0,294.0
730.95,45.0,170.0
752.45,330.0,74.0
795.45,575.0,74.0
838.45,585.0,74.0
870.7,450.0,74.0
892.2,332.0,74.0
913.7,364.0,124.0
913.7,265.0,254.0
902.95,140.0,265.0
881.45,36.0,275.0
859.95,35.0,284.0
838.45,25.0,273.0
816.95,25.0,274.0
806.2,25.0,145.0
784.7,20.0,264.0
784.7,125.0,74.0
806.2,325.0,74.0
849.2,575.0,74.0
892.2,575.0,74.0
956.7,820.0,74.0
1051.35,1170.0,74.0
1124.4,935.0,71.0
1173.1,675.0,74.0
1221.8,675.0,74.0
1221.8,725.0,714.0
1221.8,295.0,284.0
1221.8,365.0,309.0
1221.8,290.0,279.0
1221.8,225.0,220.0
1221.8,215.0,204.0
1197.45,10.0,270.0
1197.45,100.0,70.0
1197.45,90.0,70.0
1197.45,78.0,72.0
1197.45,75.0,74.0
1197.45,85.0,74.0
1185.27,25.0,165.0
1173.1,65.0,212.0
1160.92,65.0,200.0
1148.75,75.0,213.0
1136.57,75.0,212.0
1124.4,75.0,219.0
1100.05,75.0,349.0
1075.7,75.0,349.0
1039.17,50.0,473.0
1002.65,50.0,424.0
978.2,50.0,319.0
956.7,50.0,294.0
924.45,50.0,415.0
881.45,15.0,513.0
859.95,55.0,299.0
859.95,350.0,329.0
902.95,650.0,154.0
945.95,825.0,324.0
990.42,825.0,314.0
1039.17,875.0,306.0
1087.87,875.0,314.0
1124.4,875.0,449.0
1197.45,995.0,150.0
1282.67,1140.0,150.0
1331.35,890.0,309.0
1355.65,685.0,389.0
1367.8,575.0,424.0
1379.95,575.0,431.0
1379.95,195.0,192.0
1379.95,195.0,184.0
